rental_rate,film_id,length,rental_duration,title,rating,replacement_cost
9,29721,87,9,Ghost Adventures,0.186205,0.19
7,93122,155,7,Out of the Blue,0.10859,0.11
6.4,209350,93,6.4,Le Week-End,3.74133,3.74
7.4,19063,133,7.4,Ikigami: The Ultimate Limit,1.66277,1.66
6.1,139799,93,6.1,The Glass Slipper,2.443375,2.44
6.5,215656,85,6.5,All About the Feathers,0.1257,0.13
5.8,203739,104,5.8,Vampire Academy,12.227198,12.23
4.9,127016,90,4.9,Dead in the Water,0.994133,0.99
6.1,199341,101,6.1,Girl on a Bicycle,2.476452,2.48
4.4,123961,96,4.4,Which Way to the Front?,1.105048,1.11
4,95556,102,4,The Liberation of L.B. Jones,0.117806,0.12
4.6,221737,77,4.6,RoboCroc,0.91042,0.91
5.7,254473,90,5.7,Brick Mansions,7.482959,7.48
5.7,152792,114,5.7,Devil's Knot,5.988507,5.99
0,112083,82,0,Bright Lights,0.447889,0.45
6.3,89547,68,6.3,Bright Road,0.11619,0.12
8,43857,110,8,Broadway Melody of 1938,0.113383,0.11
0,80918,115,0,Broadway Rhythm,0.001753,0
0,130398,114,0,Broadway Serenade,0.672662,0.67
6.3,54752,103,6.3,Firstborn,1.90619,1.91
6.2,85564,91,6.2,Nature of the Beast,1.352512,1.35
4,95555,110,4,The Master Gunfighter,1.00E-06,0
6.4,89584,160,6.4,Conquest 1453,3.032698,3.03
6.8,168742,96,6.8,The Rocket,1.665135,1.67
6.7,145247,114,6.7,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,5.434306,5.43
6.9,210479,85,6.9,Locke,12.792394,12.79
3.8,159403,87,3.8,Ninja 4: Siege,0.497615,0.5
4,46943,100,4,The Point Men,2.256398,2.26
6.6,252143,85,6.6,Mortified Nation,0.349591,0.35
5.4,126442,80,5.4,Alter Egos,1.125844,1.13
5.1,242310,98,5.1,Rage,12.397494,12.4
3.8,38585,72,3.8,A Study in Scarlet,0.613837,0.61
5.2,43901,78,5.2,Anne of Green Gables,0.246075,0.25
0,180624,60,0,Before Dawn,0.039196,0.04
0,44323,83,0,Belle of the Yukon,0.036946,0.04
6.4,211059,99,6.4,September,0.986668,0.99
7.5,300940,100,7.5,Tungsten,0.156187,0.16
0,293444,73,0,Garden Lovers,0.093541,0.09
5.2,76649,105,5.2,Pompeii,12.204174,12.2
6.4,44269,100,6.4,All That Glitters,4.930447,4.93
5.4,225564,98,5.4,The Ultimate Accessory,2.912044,2.91
5.7,137217,92,5.7,Donovan's Echo,1.459705,1.46
4,226269,90,4,13/13/13,1.714883,1.71
4.1,192813,88,4.1,Age of Dinosaurs,11.785502,11.79
5,69054,71,5,Slavoj Žižek: The Reality of the Virtual,0.037647,0.04
5,22701,76,5,Attack from Space,0.237749,0.24
2.5,141643,95,2.5,Ten Violent Women,0.00335,0
5.6,137475,89,5.6,Golden Christmas 2,0.750256,0.75
6,119593,117,6,A Fever In The Blood,1.210849,1.21
3.5,51848,95,3.5,A Golden Christmas,5.648219,5.65
4.6,236417,90,4.6,A Golden Christmas 3,1.00752,1.01
4.6,197919,84,4.6,A Haunting at Silver Falls,1.539406,1.54
0,120837,71,0,Three Faces East,0.598618,0.6
5,245909,85,5,Mumblecore,0.051342,0.05
6.6,44721,99,6.6,Little Fauss and Big Halsy,0.923613,0.92
6,61642,113,6,Silver Bears,0.442866,0.44
6.3,42472,114,6.3,The Man Who Loved Cat Dancing,8.261115,8.26
5.8,71721,110,5.8,Il Capitano: A Swedish Requiem,0.000578,0
6.2,195589,96,6.2,Neighbors,11.90575,11.91
5.9,33091,95,5.9,The Girl,0.88414,0.88
6.1,46845,104,6.1,Man in the Wilderness,1.867242,1.87
4.9,49588,0,4.9,Trick,0.625962,0.63
5.8,54919,102,5.8,The Gladiators,0.418236,0.42
5,195841,98,5,Soleil O,0.106081,0.11
7.2,53223,9,7.2,Powers of Ten,0.002317,0
3.9,177552,98,3.9,A Resurrection,4.555887,4.56
5.4,227425,45,5.4,Alpha and Omega 2: A Howl-iday Adventure,2.771081,2.77
4.2,258096,45,4.2,Alpha and Omega 3: The Great Wolf Games,2.455786,2.46
4,216541,93,4,Ambushed,5.354069,5.35
3.5,112287,84,3.5,Axed,0.904319,0.9
4,201360,74,4,All of Me,0.065884,0.07
0,258476,75,0,"A Fragile Trust: Plagiarism, Power, and Jayson Blair at the New York Times",0.046415,0.05
0,272525,0,0,Henry Kissinger: Secrets of a Superpower,0.009603,0.01
3.8,49158,102,3.8,Tentacles,0.950176,0.95
8.1,191720,90,8.1,Jodorowsky's Dune,6.18442,6.18
4.5,110958,88,4.5,Unlawful Killing,0.31646,0.32
2,259879,96,2,20 Ft Below: The Darkness Descending,1.74524,1.75
5.4,174316,91,5.4,A Case of You,5.819403,5.82
5,52531,91,5,The Blind Menace,0.331624,0.33
7.2,205601,105,7.2,Belle,13.454169,13.45
6.2,152599,117,6.2,The Immigrant,6.985915,6.99
6.7,39785,0,6.7,Pulling John,0.110588,0.11
7,19703,103,7,A Wednesday!,3.143929,3.14
6,30648,105,6,Blindman,0.640175,0.64
5.2,262338,90,5.2,Good People,6.965686,6.97
6,53144,70,6,Heldorado,0.210934,0.21
6.4,38980,96,6.4,The Wild Life,7.093984,7.09
7,82529,100,7,Combat Girls,5.259607,5.26
6.6,94478,80,6.6,You Instead,3.849058,3.85
4.7,26166,96,4.7,Crack-Up,0.767843,0.77
5.2,139519,97,5.2,Magic Magic,7.201765,7.2
6.2,186935,105,6.2,Heli,3.145307,3.15
7.6,56967,64,7.6,I Think We're Alone Now,0.287635,0.29
5.8,48949,92,5.8,Hide in Plain Sight,1.229098,1.23
5.1,16931,92,5.1,Into the Blue 2: The Reef,5.431335,5.43
5.9,36465,100,5.9,Into the Storm,11.322269,11.32
4.5,38281,83,4.5,Atomic Rulers,0.510191,0.51
5.1,44263,110,5.1,City Under Siege,1.087389,1.09
5.5,252680,98,5.5,Moms' Night Out,6.127302,6.13
5.8,105945,108,5.8,Memorial Day,2.715787,2.72
6.5,128237,65,6.5,Viola,0.469914,0.47
8.2,197562,99,8.2,An Enemy of the People,0.366271,0.37
7.7,10244,91,7.7,Gods of the Plague,0.726975,0.73
6.7,55589,107,6.7,Master of the House,0.693611,0.69
5,195522,65,5,Redes,1.381365,1.38
5.6,54281,84,5.6,Samaritan Zatôichi,0.351251,0.35
5.7,199715,96,5.7,A Small Town in Texas,0.940985,0.94
6.3,240832,89,6.3,Lucy,36.447603,36.45
7.5,127585,131,7.5,X-Men: Days of Future Past,26.058586,26.06
6.1,124905,123,6.1,Godzilla,14.019239,14.02
4.8,179818,86,4.8,Paid,0.85277,0.85
6.5,90617,133,6.5,Walter Defends Sarajevo,0.670488,0.67
5.1,74505,100,5.1,Lovely Molly,8.361319,8.36
5.8,187596,95,5.8,Walk of Shame,7.844705,7.84
7.7,222724,400,7.7,Crystal Lake Memories: The Complete History of Friday the 13th,2.60673,2.61
9.2,223971,59,9.2,Hunt vs Lauda: F1's Greatest Racing Rivals,0.520616,0.52
6.9,188166,90,6.9,Blue Ruin,11.509412,11.51
6.4,192132,100,6.4,Palo Alto,7.261527,7.26
6.3,212231,110,6.3,Kid Cannabis,4.718862,4.72
7.2,42092,140,7.2,The Home and the World,0.209422,0.21
8,41781,97,8,The Stranger,0.149418,0.15
6.4,215407,90,6.4,Trances,0.717206,0.72
6.9,4269,90,6.9,Une Chambre en Ville,0.828192,0.83
5,54280,82,5,Zatôichi and the Fugitives,0.440479,0.44
6,54284,90,6,Zatôichi at Large,0.145289,0.15
7.4,263111,70,7.4,Jim Gaffigan: Obsessed,1.26846,1.27
5.8,59981,88,5.8,Legends of Oz: Dorothy's Return,6.660309,6.66
6.9,249724,39,6.9,The Lady in Number 6,0.994216,0.99
7.2,212778,114,7.2,Chef,8.720309,8.72
5.5,94752,101,5.5,The Doll Squad,0.003013,0
3.9,37848,105,3.9,The Treasure Hunter,1.254761,1.25
6.2,209091,83,6.2,Burton and Taylor,8.259261,8.26
0,256922,71,0,In a Town This Size,0.007068,0.01
6,41847,120,6,Strip Search,1.900797,1.9
4.7,1840,72,4.7,The Brasher Doubloon,0.632072,0.63
7.5,49634,129,7.5,Blaise Pascal,0.04557,0.05
6.1,267795,168,6.1,Rosemary's Baby,3.578894,3.58
2.6,69780,70,2.6,The Beach Girls and the Monster,0.358309,0.36
6,91456,100,6,Top Banana,0.070863,0.07
6,89670,105,6,Body Of Water,0.52762,0.53
6.8,120852,129,6.8,Lesson of the Evil,3.451787,3.45
5.4,54306,95,5.4,Zatôichi in Desperation,1.059291,1.06
7.4,40721,101,7.4,The Love God?,1.02843,1.03
6,96912,98,6,The Last Time I Saw Archie,0.523947,0.52
3.9,205225,77,3.9,24 Exposures,0.997752,1
6.1,54307,88,6.1,Zatôichi's Conspiracy,0.899505,0.9
6.3,253251,99,6.3,"10,000 km",2.257993,2.26
6,179085,87,6,A Kiss in the Dark,0.524521,0.52
7.9,113833,133,7.9,The Normal Heart,12.661286,12.66
6.3,91471,115,6.3,Man Friday,1.266184,1.27
0,113154,78,0,Invaders from Space,0.004585,0
5.3,238006,115,5.3,Utopia,0.783818,0.78
0,391166,75,0,Paying the Price: Killing the Children of Iraq,0.001177,0
0,182848,60,0,Welcome to Australia,0.00345,0
6.4,210947,85,6.4,Afflicted,8.93232,8.93
5.6,158936,60,5.6,Interior. Leather Bar.,1.634311,1.63
4.9,138544,85,4.9,American Horror House,0.589213,0.59
3.8,158864,90,3.8,American Milkshake,1.028307,1.03
4.2,214990,95,4.2,An American Ghost Story,0.862652,0.86
7,174162,90,7,Our Time,0.197102,0.2
3.8,95551,99,3.8,The Mansion of Madness,0.00022,0
6.1,121890,90,6.1,An Enemy of the People,0.815273,0.82
2.5,55335,0,2.5,An Enemy of the People,0.037867,0.04
6.5,260202,95,6.5,Turks & Caicos,5.750384,5.75
6.3,260339,93,6.3,Salting the Battlefield,5.628651,5.63
6.6,171795,76,6.6,Birth of the Living Dead,1.452115,1.45
5,49514,120,5,Gen-Y Cops,0.485748,0.49
5,272543,,5,Die Fischerin,0.345628,0.35
6.4,213270,71,6.4,Dark Girls,0.591569,0.59
0,173151,,0,El chocolate del loro,0.028043,0.03
6.6,232672,117,6.6,Blended,10.395472,10.4
7.3,198277,104,7.3,Begin Again,10.289628,10.29
5.9,253270,107,5.9,Kelly & Cal,2.401406,2.4
6.3,276122,79,6.3,A Brony Tale,0.762451,0.76
3.5,56171,90,3.5,Mega Python vs. Gatoroid,1.529379,1.53
5.4,166822,80,5.4,Big Ass Spider!,12.48386,12.48
3.3,75950,78,3.3,The Heat's On,0.531012,0.53
0,462788,112,0,An Enemy of the People,0.002082,0
4,17156,83,4,The Anna Nicole Smith Story,0.51655,0.52
5,204784,90,5,Anna Nicole,0.344896,0.34
7.3,169864,100,7.3,The Short Game,1.537704,1.54
6.2,169853,76,6.2,12 O’Clock Boys,0.635492,0.64
0,147726,77,0,A Message to Garcia,0.009507,0.01
5.8,65603,105,5.8,Nightwing,0.000844,0
5.9,33543,78,5.9,Satan's School For Girls,0.856423,0.86
5.5,47901,97,5.5,The One and Only,0.43491,0.43
7,102651,97,7,Maleficent,19.467404,19.47
5.5,192149,96,5.5,The Two Faces of January,10.652311,10.65
4.8,254474,85,4.8,Zombeavers,5.599039,5.6
7,148021,115,7,Toward the Unknown,1.116528,1.12
5.3,5421,96,5.3,Monster Hunter,1.06733,1.07
2.1,268823,90,2.1,April Rain,4.956361,4.96
5.9,194722,101,5.9,At Middleton,6.195085,6.2
5,58832,71,5,Babysitters Beware,0.458808,0.46
6,183336,88,6,A.C.A.B. All Cats Are Brilliant,0.347087,0.35
7.8,92269,89,7.8,Loving,0.689498,0.69
5.8,77925,98,5.8,Lola,0.550063,0.55
5.4,5157,93,5.4,Beneath the Valley of the Ultra-Vixens,4.565827,4.57
5,118283,103,5,The Girl He Left Behind,0.63149,0.63
0,176670,87,0,Shoot-Out At Medicine Bend,0.119953,0.12
6,46615,121,6,Darby's Rangers,0.250186,0.25
4.5,190950,100,4.5,Having You,0.935104,0.94
5.5,32929,91,5.5,Backfire,4.597515,4.6
5.5,133827,94,5.5,Backfire,0.436941,0.44
6.4,258893,84,6.4,Scooby-Doo! WrestleMania Mystery,7.400531,7.4
7.3,137698,130,7.3,The Dance of Reality,4.047325,4.05
5.7,209249,94,5.7,The Love Punch,6.136853,6.14
6.5,99312,99,6.5,Ordinary Miracles,0.165861,0.17
5.8,188161,116,5.8,A Million Ways to Die in the West,10.38391,10.38
5.6,109133,106,5.6,The Cabinet of Caligari,0.630494,0.63
5.9,42200,113,5.9,Bye Bye Monkey,0.705365,0.71
5.8,31185,113,5.8,Empire of Silver,0.742398,0.74
8.8,252147,87,8.8,Mile... Mile & A Half,1.097326,1.1
6.9,51069,80,6.9,I Like Killing Flies,0.829,0.83
7.6,137113,113,7.6,Edge of Tomorrow,31.982986,31.98
6.6,228339,160,6.6,Little England,1.244045,1.24
6.9,262391,94,6.9,Serial (Bad) Weddings,10.926965,10.93
4.7,185949,90,4.7,The Pied Piper,0.736119,0.74
5,173192,92,5,An Unreal Dream: The Michael Morton Story,0.454477,0.45
5.8,60643,96,5.8,The Violent Men,2.647017,2.65
7,203819,112,7,Tracks,0.239993,0.24
7.1,177677,131,7.1,Mission: Impossible - Rogue Nation,17.836882,17.84
6,106938,180,6,Neverland,7.999749,8
3.8,20880,100,3.8,Midnight Chronicles,0.514069,0.51
4,64923,81,4,Gulliver's Travels,0.441911,0.44
4.4,75130,101,4.4,Catlow,5.275286,5.28
6.6,198185,124,6.6,Million Dollar Arm,9.453942,9.45
5,255497,80,5,This Thing with Sarah,0.169505,0.17
6,174323,92,6,G.B.F.,0.265042,0.27
6.1,39567,92,6.1,Jack the Ripper,1.486499,1.49
5,281908,50,5,Train On The Brain,0.036488,0.04
5.1,173908,94,5.1,Sunlight Jr.,9.471018,9.47
7.1,159012,103,7.1,Narco Cultura,1.551364,1.55
6.9,248376,95,6.9,Once Upon a Time in Shanghai,3.550047,3.55
5.3,192133,118,5.3,Jimi: All Is by My Side,4.250364,4.25
6.5,62876,102,6.5,A Man Named Rocca,0.409034,0.41
6.1,54544,89,6.1,A Crime in Paradise,3.305413,3.31
5.8,181753,93,5.8,Backfire,0.95393,0.95
5.7,255268,91,5.7,Bad Ass 2: Bad Asses,7.164554,7.16
8,256118,86,8,Bad Boy,0.315508,0.32
6.8,91245,90,6.8,Battle Circus,0.351776,0.35
5.5,79778,92,5.5,The Odds,0.183403,0.18
6.9,207021,106,6.9,Generation Iron,3.824707,3.82
5.2,120653,110,5.2,"X, Y and Zee",0.443894,0.44
4.3,82657,97,4.3,Flight 7500,5.265969,5.27
4.8,185471,88,4.8,Battle of the Damned,4.805757,4.81
0,42886,94,0,Best Foot Forward,0.007987,0.01
6.1,245175,82,6.1,Black Coffee,0.580806,0.58
6,46941,110,6,Love and Pain and the Whole Damn Thing,0.080589,0.08
5,160008,92,5,The Revolutionary,0.060946,0.06
7,267752,74,7,#chicagoGirl,0.108531,0.11
7.6,136786,89,7.6,Liv & Ingmar,0.462133,0.46
0,234154,92,0,Mr. Baum,0.338423,0.34
8,175339,82,8,Mad Love,0.039955,0.04
7.1,220494,101,7.1,Bettie Page Reveals All,2.038869,2.04
0,163376,93,0,Luv,0.985785,0.99
5.4,92349,52,5.4,Cinderella,0.361288,0.36
7,248212,91,7,Lilting,3.264401,3.26
5.3,248688,103,5.3,A Night in Old Mexico,3.343938,3.34
6,217948,102,6,Teresa,0.620008,0.62
4.3,4926,96,4.3,Cry Terror!,2.554227,2.55
7.6,222935,125,7.6,The Fault in Our Stars,16.274653,16.27
6.7,209185,112,6.7,The Grand Seduction,15.108283,15.11
5.5,40458,83,5.5,Welcome to the Jungle,1.451427,1.45
5.3,174682,92,5.3,Raze,3.217885,3.22
5.8,175541,93,5.8,Black Nativity,5.346121,5.35
5.3,220820,85,5.3,Blood of Redemption,4.314918,4.31
6,105875,48,6,Cinderella,2.154873,2.15
5.2,79906,0,5.2,Occupant,1.325986,1.33
6.6,140870,89,6.6,Minuscule: Valley of the Lost Ants,6.583428,6.58
5.9,94671,122,5.9,Jayne Mansfield's Car,1.655794,1.66
3.9,40485,100,3.9,Hot Rods To Hell,0.71267,0.71
4,93057,77,4,Princesse Tam Tam,0.141159,0.14
0,106042,82,0,Rumble on the Docks,0.633906,0.63
4.4,128841,84,4.4,The Thompsons,3.13727,3.14
7.1,82881,6,7.1,Tangled Ever After,9.953967,9.95
6,202238,90,6,Tercera Llamada,0.886775,0.89
6.2,61221,89,6.2,13 Frightened Girls,0.539332,0.54
6.2,44631,83,6.2,Against All Flags,0.999504,1
6.5,43808,88,6.5,Andy Hardy Meets Debutante,0.159417,0.16
0,104556,67,0,Annabel Takes a Tour,0.483098,0.48
5.5,131366,50,5.5,Backstairs,0.41673,0.42
4.8,50379,98,4.8,One on One,0.638642,0.64
7,110428,95,7,Camille Claudel 1915,0.110065,0.11
5,41943,81,5,The Plot Against Harry,0.038081,0.04
7.2,100271,120,7.2,A Letter to Momo,9.491888,9.49
5.8,157851,112,5.8,Maps to the Stars,9.431879,9.43
6.5,1731,120,6.5,Helen,1.97924,1.98
5.8,15942,90,5.8,Go Fast,6.39093,6.39
6,78463,109,6,My Best Enemy,0.466254,0.47
5.1,68247,111,5.1,The Wrath of God,0.837091,0.84
4.5,41415,98,4.5,The Shape of Things to Come,0.557096,0.56
8,250651,109,8,The Case Against 8,0.996049,1
5.3,201066,101,5.3,Goodbye World,8.6054,8.61
6.6,218425,105,6.6,Frequencies,4.701726,4.7
5.8,93837,94,5.8,So Undercover,4.783716,4.78
6.5,227700,99,6.5,Mindscape,10.860471,10.86
0,83406,77,0,Northeast,0.009421,0.01
0,208182,90,0,Asylum,0.870064,0.87
5.4,228028,94,5.4,Back in the Day,3.761562,3.76
5,126676,98,5,Les toits de Paris,0.112386,0.11
3.8,114574,87,3.8,Bikini Spring Break,1.946823,1.95
7,187017,112,7,22 Jump Street,10.901496,10.9
7.4,244088,111,7.4,Human Capital,7.217205,7.22
7.1,156022,132,7.1,The Equalizer,17.618057,17.62
5.3,84201,93,5.3,For Ellen,1.703802,1.7
7.6,82702,102,7.6,How to Train Your Dragon 2,12.256689,12.26
5.5,228915,100,5.5,Lord of Tears,0.950974,0.95
7.7,102272,102,7.7,The Sudden Wealth of the Poor People of Kombach,0.000308,0
5,38195,97,5,Bambou,0.184114,0.18
7.4,194662,119,7.4,Birdman,18.193263,18.19
5.6,48573,106,5.6,Lope,0.912608,0.91
4.5,50028,0,4.5,Saving Grace B. Jones,0.107949,0.11
4.3,112160,81,4.3,Sexual Chronicles of a French Family,9.47693,9.48
0,275573,74,0,Bitter Creek,0.001218,0
6.1,38962,87,6.1,Murder by Proxy,0.495447,0.5
4.4,226630,100,4.4,Blackout,1.018543,1.02
4.5,254126,100,4.5,Blood Shed,1.194683,1.19
5.3,240594,59,5.3,Born Reckless,0.861046,0.86
6.7,78355,113,6.7,"Tell Me That You Love Me, Junie Moon",0.262854,0.26
7.3,84796,99,7.3,Play It As It Lays,0.000431,0
5.6,87368,87,5.6,17 Girls,5.109329,5.11
4.7,209780,90,4.7,Crawlspace,2.405696,2.41
6.8,177703,81,6.8,Broadway Idiot,1.729206,1.73
6,250605,90,6,Broken Kingdom,0.333806,0.33
6,213342,89,6,Brooklyn Babylon,0.009412,0.01
6,159770,83,6,The Dirties,2.382853,2.38
7,119575,92,7,The Mind of Mr. Soames,0.504241,0.5
7.5,172475,110,7.5,Mrs. Pollifax: Spy,0.64703,0.65
5.5,86283,92,5.5,Snapshot,0.000729,0
6.7,28497,105,6.7,Brainstorm,0.194921,0.19
5.8,21974,47,5.8,Money as Debt,0.873309,0.87
5.3,146521,73,5.3,Beginning of an Unknown Era,0.396568,0.4
5.8,91722,91,5.8,Norman... Is That You?,0.170552,0.17
5.1,28006,112,5.1,I See a Dark Stranger,1.150804,1.15
8.5,164379,0,8.5,Brooklyn Dodgers: The Ghosts of Flatbush,0.721507,0.72
6.5,51976,97,6.5,Brother,0.409433,0.41
5.8,140456,89,5.8,For No Good Reason,2.229266,2.23
5.1,146243,86,5.1,Haunt,10.964552,10.96
7,250577,81,7,Doc of the Dead,1.195504,1.2
5,159701,91,5,I Do,1.182339,1.18
5.8,26480,85,5.8,The Legend of the 7 Golden Vampires,1.845877,1.85
6.9,259943,111,6.9,Coming Home,5.262031,5.26
7.5,85350,164,7.5,Boyhood,6.430591,6.43
5.8,253279,89,5.8,The Trials of Cate McCall,15.028038,15.03
5.7,256593,94,5.7,Tillbaka till Bromma,0.194933,0.19
5.2,133558,94,5.2,Saints and Soldiers: Airborne Creed,5.112102,5.11
10,86297,91,10,Tall Story,0.463448,0.46
6.3,184098,105,6.3,Think Like a Man Too,7.576924,7.58
0,43868,79,0,Thin Ice,0.119526,0.12
5,31880,84,5,The Pool Boys,9.837218,9.84
6.8,209451,134,6.8,Jersey Boys,6.447072,6.45
4.8,77444,99,4.8,The Corridor,1.633246,1.63
3.4,27460,120,3.4,Nick Fury: Agent of S.H.I.E.L.D.,1.282504,1.28
5.7,58733,87,5.7,The Pirates of Blood River,0.436141,0.44
6.5,139575,101,6.5,Bitch Hug,0.273637,0.27
6.1,44769,92,6.1,Caprice,6.311574,6.31
7.8,250658,105,7.8,The Internet's Own Boy: The Story of Aaron Swartz,6.114898,6.11
6.8,159137,85,6.8,Anita,0.526905,0.53
5,90829,110,5,8 Days to Premiere,0.07436,0.07
5,140783,0,5,A Mother's Courage,0.04013,0.04
6.7,262390,115,6.7,112 Weddings,0.362159,0.36
3,110823,113,3,A Fine Pair,0.060415,0.06
6.1,151431,96,6.1,A Kid for Two Farthings,0.701604,0.7
5,84364,84,5,A Woman's Secret,0.335752,0.34
5.5,140825,96,5.5,The Deadly Trap,0.382406,0.38
5.8,91314,165,5.8,Transformers: Age of Extinction,18.495599,18.5
6.9,215042,97,6.9,Metalhead,2.244867,2.24
5,242102,93,5,Russian Roulette,0.998533,1
4.1,74629,85,4.1,Attack of the 50 Ft. Woman,1.554208,1.55
6.3,86549,100,6.3,August,1.547762,1.55
6.3,50761,92,6.3,Our Man In Marrakesh,0.797557,0.8
6,72473,82,6,Belle Starr,0.974261,0.97
8.5,259975,97,8.5,Belle Starr,0.120938,0.12
7.8,169607,83,7.8,Finding Vivian Maier,7.035082,7.04
6.1,204968,128,6.1,Jack Strong,1.963912,1.96
8.7,66762,90,8.7,Jennifer,0.468194,0.47
5.5,206192,100,5.5,Perfect Sisters,5.654098,5.65
5.3,21798,76,5.3,Belly 2: Millionaire Boyz Club,1.108885,1.11
4.5,89187,98,4.5,Beware of Pity,0.437779,0.44
6.8,171372,95,6.8,Frank,5.847845,5.85
7,133411,118,7,I Belong,0.1188,0.12
4.4,13167,93,4.4,Mama's Boy,1.750448,1.75
0,295958,84,0,Sound of Redemption: The Frank Morgan Story,0.043929,0.04
6.9,176403,102,6.9,In Bloom,0.966462,0.97
5.9,70706,91,5.9,Very Good Girls,12.32849,12.33
4.5,43741,108,4.5,Joe's Palace,1.502651,1.5
5.3,64976,97,5.3,Day of the Animals,4.34926,4.35
5.6,80653,92,5.6,Savage Beasts,0.350577,0.35
0,288162,0,0,Happy Birthday to a Beautiful Woman,0.009437,0.01
5.3,180296,84,5.3,They Came Together,9.139015,9.14
0,248888,56,0,Questioning Darwin,0.020194,0.02
6.3,186988,96,6.3,Honey,2.179796,2.18
0,212899,79,0,The Son-Daughter,0.140661,0.14
5.8,218836,83,5.8,Planes: Fire & Rescue,7.579855,7.58
5,100088,97,5,Black Gunn,1.786885,1.79
5.9,127091,94,5.9,"Shoot First, Die Later",1.061447,1.06
0,88061,77,0,"So Evil, So Young",0.001662,0
8.4,174319,80,8.4,Elaine Stritch: Shoot Me,1.024055,1.02
6,120673,76,6,Wild Oranges,0.135713,0.14
7.7,50032,92,7.7,Stuart: A Life Backwards,4.815961,4.82
5.9,79255,91,5.9,The Mortician,2.704503,2.7
2.8,72951,89,2.8,Not Another Not Another Movie,0.823401,0.82
4.7,262340,94,4.7,Mrs. Brown's Boys D'Movie,1.840891,1.84
6,118887,99,6,Sunburn,1.432915,1.43
6.6,43387,91,6.6,Francis,2.67732,2.68
7,278878,9,7,The Gunfighter,1.812848,1.81
7.3,174352,95,7.3,Let the Fire Burn,0.666362,0.67
5,226486,97,5,Tammy,7.359522,7.36
7.2,15419,158,7.2,Kabhi Haan Kabhi Naa,0.938742,0.94
5.3,139406,110,5.3,Radio Free Albemuth,1.91768,1.92
6.5,219823,100,6.5,The Friends,0.00022,0
0,264723,83,0,Le pélican,0.000115,0
7.2,64246,127,7.2,Colorful,8.732753,8.73
6.5,242224,93,6.5,The Babadook,8.832788,8.83
4.8,28440,105,4.8,Mystery on Monster Island,0.98068,0.98
5.7,279661,86,5.7,Killer Legends,2.243927,2.24
4.8,29126,68,4.8,Black Moon,0.336935,0.34
7.3,99647,116,7.3,Blue,0.4644,0.46
0,108636,108,0,Blue,0.088669,0.09
0,114838,87,0,Brother Rat,0.174691,0.17
6.6,267999,121,6.6,White God,6.313465,6.31
8.3,244786,105,8.3,Whiplash,64.29999,64.3
0,213635,110,0,Luther,1.170857,1.17
7.9,210577,145,7.9,Gone Girl,154.801009,154.8
5.1,48375,80,5.1,Brother's Justice,0.201927,0.2
0,92323,115,0,Willie and Phil,0.3265,0.33
5.5,152790,84,5.5,The Angriest Man in Brooklyn,9.911949,9.91
7.7,250766,120,7.7,Life Itself,7.615552,7.62
0,88059,120,0,Brothers,0.007073,0.01
0,49445,82,0,Ride the Divide,0.008414,0.01
6,250705,120,6,Finding Fela,0.776164,0.78
5.6,159090,166,5.6,Duplicate,0.936806,0.94
3.5,257974,91,3.5,Missing William,0.529802,0.53
6.5,184866,102,6.5,Favor,0.765634,0.77
4,104528,90,4,Dogs,0.058682,0.06
0,204007,88,0,A mí las mujeres ni fu ni fa,0.016901,0.02
5.8,252200,100,5.8,The Sunfish,1.630916,1.63
5.5,121401,102,5.5,Eye of the Cat,0.107612,0.11
5.4,86640,88,5.4,Massacre in Dinosaur Valley,2.123816,2.12
6,49104,88,6,Chronicle of a Disappearance,0.361472,0.36
7.3,119450,130,7.3,Dawn of the Planet of the Apes,75.385211,75.39
6.5,83721,128,6.5,The Great Magician,1.542334,1.54
4.6,32053,94,4.6,The Ultimate Warrior,6.673398,6.67
5.4,41517,156,5.4,Ra.One,5.251132,5.25
4.8,258750,86,4.8,Gun Woman,2.237762,2.24
7.3,108574,85,7.3,A Child in the Crowd,0.20256,0.2
0,335340,0,0,Le Rebelle,0.065675,0.07
6,26823,114,6,Watercolors,0.806932,0.81
7.7,250700,80,7.7,The Battered Bastards of Baseball,1.531619,1.53
